"FileName","Url","FileType","SiteUrl","LibraryTitle","FolderPath","DocNumber","Description","Modified1","SizeBytes","UniqueId","ListId","ItemId","SearchText","WBS Description","Doc Type","FullTitleText","Main Group","Sub Group","Revision","Status","blobData","Company","SummaryText","DocKey","Sub_Vendor","AISummary","AISummarizedOn","AIKeywords","Discipline","FileLink","MDDRKey"
"6105AK125-6240-E-SLD-0001_A.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K125%20%20220kV%20Transmission%20Substations/6105AK125-6240-E-SLD-0001_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K125  220kV Transmission Substations","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K125%20%20220kV%20Transmission%20Substations","6105AK125-6240-E-SLD-0001_A","33/220 KV Solar PV Substation - Electrical Layout",,,,,,"6105AK125-6240-E-SLD-0001_A","Technical","Drawing","33/220 KV Solar PV Substation - Electrical Layout","Technical","Drawing",,,,"Other","DockName: 33/220 KV Solar PV Substation - Overall Single Line Diagram  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Single line diagram for a solar PV substation.  
- Includes details for 220kV and 33kV equipment.  
- Features multiple transformers and current transformers.  
- Indicates future scope and variations in scope of work.  
- Designed for Reko Diq Mining Company project.  

---

DockName: 33/220 KV Solar PV Substation - Single Line Diagram Detail  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Detailed single line diagram for solar PV substation.  
- Shows connections between transformers and busbars.  
- Includes specifications for current and voltage transformers.  
- Designed for electrical and instrumentation engineering.  
- Issued for review with a revision date of 06.02.2026.  

---

DockName: 33/220 KV Solar PV Substation - Equipment Data  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Equipment data for 220kV current and voltage transformers.  
- Provides specifications and class ratings for transformers.  
- Data is tentative and subject to final calculations.  
- Part of the overall electrical design for the solar PV substation.  
- Confidential document for internal use only.  

---

DockName: 33/220 KV Solar PV Substation - Electrical Layout  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Electrical layout for the solar PV substation.  
- Illustrates the arrangement of electrical components and equipment.  
- Includes notes on future scope and variations in work.  
- Designed for Reko Diq Mining Company project.  
- Confidential and subject to return on demand.  ","6105AK125-6240-E-SLD-0001_A","Siemens",,,,"Electrical",,
"6105AK125-6242-E-SLD-0001_A.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K125%20%20220kV%20Transmission%20Substations/6105AK125-6242-E-SLD-0001_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K125  220kV Transmission Substations","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K125%20%20220kV%20Transmission%20Substations","6105AK125-6242-E-SLD-0001_A","33/220 KV Solar PV Substation - Electrical Layout",,,,,,"6105AK125-6242-E-SLD-0001_A","Technical","Drawing","33/220 KV Solar PV Substation - Electrical Layout","Technical","Drawing",,,,"Other","DockName: 33/220 KV Solar PV Substation - Overall Single Line Diagram  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Single line diagram for a solar PV substation.  
- Includes details for 220kV and 33kV equipment.  
- Features multiple transformers and current transformers.  
- Indicates future scope and variations in scope of work.  
- Designed for Reko Diq Mining Company project.  

---

DockName: 33/220 KV Solar PV Substation - Single Line Diagram Detail  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Detailed single line diagram for solar PV substation.  
- Shows connections between transformers and busbars.  
- Includes specifications for current and voltage transformers.  
- Designed for electrical and instrumentation engineering.  
- Issued for review with a revision date of 06.02.2026.  

---

DockName: 33/220 KV Solar PV Substation - Equipment Data  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Equipment data for 220kV current and voltage transformers.  
- Provides specifications and class ratings for transformers.  
- Data is tentative and subject to final calculations.  
- Part of the overall electrical design for the solar PV substation.  
- Confidential document for internal use only.  

---

DockName: 33/220 KV Solar PV Substation - Electrical Layout  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Electrical layout for the solar PV substation.  
- Illustrates the arrangement of electrical components and equipment.  
- Includes notes on future scope and variations in work.  
- Designed for Reko Diq Mining Company project.  
- Confidential and subject to return on demand.  ","6105AK125-6242-E-SLD-0001_A","Siemens",,,,"Electrical",,
"6105AK137-6286-GRPT-0001_A.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202/6105AK137-6286-GRPT-0001_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K137  220kV  33kV Overhead Lines 2","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202","6105AK137-6286-GRPT-0001_A","Reko Diq Mining Project 11kV Overhead Lines Report","2/25/2026",,,,,"6105AK137-6286-GRPT-0001_A","Technical","Specification","Reko Diq Mining Project 11kV Overhead Lines Report","Technical","Specification",,"B1 - B1 : Data Complete - With Comments - Proceed - Resubmit",,"Other","DockName: Reko Diq Mining Project 11kV Overhead Lines Report  
Discipline: Electrical  
DocumentType: Specification  
Topic: Technical  
Summary:  
- Basic Design Report (BDR) for 11 kV overhead transmission and distribution lines.  
- Covers design philosophy, engineering assumptions, and compliance with standards.  
- Total line length of 4.18 km with two main sections: Shovel Assembly Pad and Open Pit Mine Area.  
- Utilizes standard tower designs to facilitate maintenance and logistics.  
- Emphasizes robust design for harsh desert conditions, including thermal and pollution considerations.  
- Preliminary route plans and profiles developed for engineering outputs.  ","6105AK137-6286-GRPT-0001_A","PSI",,,,"Electrical",,
"6105AK137-6280-GRPT-0001_A.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202/6105AK137-6280-GRPT-0001_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K137  220kV  33kV Overhead Lines 2","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202","6105AK137-6280-GRPT-0001_A","Reko Diq Mining Project 11kV Overhead Lines Report",,,,,,"6105AK137-6280-GRPT-0001_A","Technical","Specification","Reko Diq Mining Project 11kV Overhead Lines Report","Technical","Specification",,,,"Other","DockName: Reko Diq Mining Project 11kV Overhead Lines Report  
Discipline: Electrical  
DocumentType: Specification  
Topic: Technical  
Summary:  
- Basic Design Report (BDR) for 11 kV overhead transmission and distribution lines.  
- Covers design philosophy, engineering assumptions, and compliance with standards.  
- Total line length of 4.18 km with two main sections: Shovel Assembly Pad and Open Pit Mine Area.  
- Utilizes standard tower designs to facilitate maintenance and logistics.  
- Emphasizes robust design for harsh desert conditions, including thermal and pollution considerations.  
- Preliminary route plans and profiles developed for engineering outputs.  ","6105AK137-6280-GRPT-0001_A","PSI",,,,"Electrical",,
"6105AK038-6180-MD01-0023_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL/6105AK038-6180-MD01-0023_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","MECHANICAL","https://ppetechcoza.sharepoint.com/sites/ENG2/MECHANICAL","6105AK038-6180-MD01-0023_0","5 CONTRACT No. : ORDER No. : xxxxxxxxxxxx xxxxxxxxxxxx MANUFACTURED BY Power Plant Electrical Technologies (Pty) Ltd Tel: +27 13 752 3570 Fax: +27 13 752 4703 www.ppetech.co.za 3<ddd/>","11/5/2024","802,996",,,,"6105AK038-6180-MD01-0023_0","6180 - On-site Village Accommodation","D01 - Drawing – General Arrangement (GA)","Detailed Design - Early Works - On-site Village Accommodation - Mini-Sub E-House Typ.2 - Signage Schedule - Sht. 1 of 1","E-House","Equipment","0","Approved",,"PPE Technologies","5 CONTRACT No. : ORDER No. : xxxxxxxxxxxx xxxxxxxxxxxx MANUFACTURED BY Power Plant Electrical Technologies (Pty) Ltd Tel: +27 13 752 3570 Fax: +27 13 752 4703 www.ppetech.co.za 3<ddd/>","6105AK038-6180-MD01-0023_0",,,,,"MECHANICAL",,
"6105AK038-6180-ID12-0182_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-6180-ID12-0182_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-6180-ID12-0182_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","2/24/2026","365,162",,,,"6105AK038-6180-ID12-0182_A","6180 - On-site Village Accommodation","D12 - Drawing – Instrument","Detailed Design - Early Works - On-site Village Accommodation - Instrument Loop Drawing  6180-L-095 - Sht 2 of 2","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-6180-ID12-0182_A",,,,,"INSTRUMENTATION",,
"6105AK038-6180-ID12-0157_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-6180-ID12-0157_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-6180-ID12-0157_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","2/20/2026","364,422",,,,"6105AK038-6180-ID12-0157_A","6180 - On-site Village Accommodation","D12 - Drawing – Instrument","Detailed Design - Early Works - On-site Village Accommodation - Instrument Loop Drawing  6180-L-106","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-6180-ID12-0157_A",,,,,"INSTRUMENTATION",,
"6105AK038-6180-ID12-0185_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-6180-ID12-0185_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-6180-ID12-0185_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","2/20/2026","365,132",,,,"6105AK038-6180-ID12-0185_A","6180 - On-site Village Accommodation","D12 - Drawing – Instrument","Detailed Design - Early Works - On-site Village Accommodation - Instrument Loop Drawing  6180-L-087 - Sht 2 of 2","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-6180-ID12-0185_A",,,,,"INSTRUMENTATION",,
"6105AK038-6180-ID12-0060_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-6180-ID12-0060_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-6180-ID12-0060_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","2/20/2026","331,047",,,,"6105AK038-6180-ID12-0060_A","6180 - On-site Village Accommodation","D12 - Drawing – Instrument","Detailed Design - Early Works - On-site Village Accommodation - Instrument Loop Drawing  6180-L-098 - Sht. 1 of 1","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-6180-ID12-0060_A",,,,,"INSTRUMENTATION",,
"6105AK038-6180-ID12-0184_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-6180-ID12-0184_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-6180-ID12-0184_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","2/20/2026","366,038",,,,"6105AK038-6180-ID12-0184_A","6180 - On-site Village Accommodation","D12 - Drawing – Instrument","Detailed Design - Early Works - On-site Village Accommodation - Instrument Loop Drawing  6180-L-097 - Sht 2 of 2","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-6180-ID12-0184_A",,,,,"INSTRUMENTATION",,
"6105AK038-6180-ID12-0183_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-6180-ID12-0183_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-6180-ID12-0183_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","2/20/2026","366,231",,,,"6105AK038-6180-ID12-0183_A","6180 - On-site Village Accommodation","D12 - Drawing – Instrument","Detailed Design - Early Works - On-site Village Accommodation - Instrument Loop Drawing  6180-L-092 - Sht 2 of 2","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-6180-ID12-0183_A",,,,,"INSTRUMENTATION",,
"6105AK038-6180-ID12-0156_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-6180-ID12-0156_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-6180-ID12-0156_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","2/20/2026","363,853",,,,"6105AK038-6180-ID12-0156_A","6180 - On-site Village Accommodation","D12 - Drawing – Instrument","Detailed Design - Early Works - On-site Village Accommodation - Instrument Loop Drawing  6180-L-104","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-6180-ID12-0156_A",,,,,"INSTRUMENTATION",,
"6105AK038-6180-ID12-0055_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-6180-ID12-0055_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-6180-ID12-0055_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","2/20/2026","366,761",,,,"6105AK038-6180-ID12-0055_A","6180 - On-site Village Accommodation","D12 - Drawing – Instrument","Detailed Design - Early Works - On-site Village Accommodation - Instrument Loop Drawing  6180-L-091 - Sht. 1 of 1","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-6180-ID12-0055_A",,,,,"INSTRUMENTATION",,
"6105AK038-6180-ID12-0153_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-6180-ID12-0153_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-6180-ID12-0153_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","2/20/2026","354,387",,,,"6105AK038-6180-ID12-0153_A","6180 - On-site Village Accommodation","D12 - Drawing – Instrument","Detailed Design - Early Works - On-site Village Accommodation - Instrument Loop Drawing  6180-Y-007 - ","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-6180-ID12-0153_A",,,,,"INSTRUMENTATION",,
"6105AK038-6180-ID12-0065_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-6180-ID12-0065_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-6180-ID12-0065_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","2/20/2026","329,814",,,,"6105AK038-6180-ID12-0065_A","6180 - On-site Village Accommodation","D12 - Drawing – Instrument","Detailed Design - Early Works - On-site Village Accommodation - Instrument Loop Drawing  6180-L-103 - Sht. 1 of 1","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-6180-ID12-0065_A",,,,,"INSTRUMENTATION",,
"6105AK137-6280-EDTL-0015_B.pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202/6105AK137-6280-EDTL-0015_B.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/DocumentControl","K137  220kV  33kV Overhead Lines 2","https://ppetechcoza.sharepoint.com/sites/DocumentControl/K137%20%20220kV%20%2033kV%20Overhead%20Lines%202","6105AK137-6280-EDTL-0015_B","Electrical Connection Specification","2/25/2026",,,,,"6105AK137-6280-EDTL-0015_B","Technical","Specification","Electrical Connection Specification","Technical","Specification",,"A1 - A1 : Data Complete - No Comments - Do Not Resubmit",,"Other","DockName: Medium Voltage OPGW Fastener Details  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Details for OPGW fastener PPT-1 for overhead powerlines.  
- Includes specifications for various components like clamps and bolts.  
- Manufacturing sources specified for certain fittings.  
- Revision B dated 18-02-2026.  
- Issued for review by engineering team.  

---

DockName: Electrical Equipment Specification  
Discipline: Electrical  
DocumentType: Specification  
Topic: Technical  
Summary:  
- Specification for electrical components and fittings.  
- Lists quantities and weights for various items.  
- Manufacturing details provided for specific components.  
- Revision A dated 09-02-2026.  
- Issued for review by engineering team.  

---

DockName: Electrical Installation Drawing  
Discipline: Electrical  
DocumentType: Drawing  
Topic: Technical  
Summary:  
- Installation details for electrical equipment.  
- Includes layout and positioning of components.  
- Revision history noted with specific dates.  
- Issued for review by engineering team.  
- Part of the Reko Diq Project documentation.  

---

DockName: Electrical Connection Specification  
Discipline: Electrical  
DocumentType: Specification  
Topic: Technical  
Summary:  
- Specification for electrical connections and terminations.  
- Details on materials and installation practices.  
- Revision history included with dates.  
- Issued for review by engineering team.  
- Related to the Reko Diq Project electrical systems.  ","6105AK137-6280-EDTL-0015_B","PSI",,,,"Electrical",,
